Precision,Recall,Threshold,Model
0.2729,0.8477,0.1561,SVM
0.2721,0.8344,0.1612,SVM
0.2735,0.8278,0.1632,SVM
0.2705,0.8079,0.1636,SVM
0.2719,0.8013,0.1688,SVM
0.2711,0.7881,0.1731,SVM
0.2725,0.7815,0.1743,SVM
0.2763,0.7815,0.1786,SVM
0.2779,0.7748,0.1806,SVM
0.2771,0.7616,0.183,SVM
0.2787,0.755,0.1896,SVM
0.2804,0.7483,0.1918,SVM
0.2821,0.7417,0.1956,SVM
0.2813,0.7285,0.1977,SVM
0.2831,0.7219,0.1996,SVM
0.2744,0.6887,0.2055,SVM
0.2708,0.6689,0.2079,SVM
0.2698,0.6556,0.2117,SVM
0.2687,0.6424,0.2123,SVM
0.2732,0.6424,0.2152,SVM
0.2779,0.6424,0.2182,SVM
0.2799,0.6358,0.2196,SVM
0.2789,0.6225,0.2249,SVM
0.281,0.6159,0.2274,SVM
0.2831,0.6093,0.2312,SVM
0.2853,0.6026,0.2335,SVM
0.2843,0.5894,0.2347,SVM
0.2899,0.5894,0.2364,SVM
0.2924,0.5828,0.2385,SVM
0.2915,0.5695,0.2416,SVM
0.2907,0.5563,0.2433,SVM
0.2968,0.5563,0.2449,SVM
0.296,0.543,0.2463,SVM
0.2915,0.5232,0.249,SVM
0.2868,0.5033,0.2539,SVM
0.2857,0.4901,0.2553,SVM
0.2885,0.4834,0.2574,SVM
0.2915,0.4768,0.2596,SVM
0.2946,0.4702,0.2613,SVM
0.2936,0.457,0.2645,SVM
0.2926,0.4437,0.2689,SVM
0.3004,0.4437,0.2722,SVM
0.3041,0.4371,0.2748,SVM
0.3081,0.4305,0.2769,SVM
0.3024,0.4106,0.2788,SVM
0.3065,0.404,0.2808,SVM
0.3057,0.3907,0.2829,SVM
0.2995,0.3709,0.2851,SVM
0.3094,0.3709,0.2908,SVM
0.3143,0.3642,0.295,SVM
0.3254,0.3642,0.2988,SVM
0.3313,0.3576,0.301,SVM
0.3248,0.3377,0.3056,SVM
0.3311,0.3311,0.3073,SVM
0.331,0.3179,0.311,SVM
0.3165,0.2914,0.3137,SVM
0.3083,0.2715,0.3168,SVM
0.3228,0.2715,0.3222,SVM
0.3388,0.2715,0.3291,SVM
0.3304,0.2517,0.3322,SVM
0.3119,0.2252,0.3345,SVM
0.301,0.2053,0.3395,SVM
0.2887,0.1854,0.3432,SVM
0.2857,0.1722,0.3499,SVM
0.3059,0.1722,0.3515,SVM
0.2911,0.1523,0.3549,SVM
0.3014,0.1457,0.3583,SVM
0.2836,0.1258,0.3616,SVM
0.2623,0.106,0.3653,SVM
0.2909,0.106,0.3701,SVM
0.3061,0.0993,0.3746,SVM
0.3023,0.0861,0.3787,SVM
0.3243,0.0795,0.3908,SVM
0.3548,0.0728,0.3991,SVM
0.32,0.053,0.4042,SVM
0.2632,0.0331,0.4204,SVM
0.3077,0.0265,0.4391,SVM
0.5714,0.0265,0.4725,SVM
0.0,0.0,0.5259,SVM
