StudentId,QuizAttempts,AvgQuizScore,QuizPassRate,Submissions,AvgGrade,CompletionRate,ActionCount,LoginCount,CommentsCount,LikesGiven,ActivitiesCompleted,AvgProgressPct,EnrolledCourseCount,TotalCreditLoad,AdmissionYear,DepartmentId,EnhancedRiskScore,AtRisk
3860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,15,2023,2,1.0,1
589,0.0,0.0,0.0,0.0,0.0,0.8333,0.0,0.0,4.0,4.0,5.0,83.3333,1,2,2022,1,0.7917,1
2482,0.0,0.0,0.0,2.0,14.0,0.4,0.0,0.0,0.0,0.0,4.0,61.2,2,5,2024,1,0.8286,1
4243,0.0,0.0,0.0,1.0,12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,2024,1,0.9643,1
3840,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1,4,2022,2,0.75,1
1042,0.0,0.0,0.0,1.0,5.7,0.3333,0.0,0.0,1.0,2.0,6.0,56.0,2,7,2024,2,0.881,1
2079,0.0,0.0,0.0,5.0,11.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2026,1,0.8214,1
1898,2.0,56.0,0.5,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,3,9,2024,1,0.735,1
4996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2025,1,1.0,1
2557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,9,2024,2,1.0,1
2162,11.0,38.775,0.2727,0.0,0.0,0.7273,0.0,0.0,0.0,0.0,8.0,87.9091,1,1,2024,3,0.6531,0
512,0.0,0.0,0.0,2.0,1.5,0.6,0.0,0.0,6.0,4.0,3.0,76.0,4,9,2024,1,0.7786,1
2569,0.0,0.0,0.0,1.0,64.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,7,2023,1,0.9643,1
4449,0.0,0.0,0.0,5.0,26.9,0.7273,0.0,0.0,0.0,0.0,8.0,81.0909,2,5,2023,1,0.6396,0
1490,0.0,0.0,0.0,4.0,12.9,0.5455,0.0,0.0,3.0,4.0,6.0,71.2727,1,4,2024,2,0.7208,1
3083,3.0,49.4,0.0,1.0,26.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,2025,1,0.8408,1
3087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,2026,1,1.0,1
2666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,2025,1,1.0,1
2726,0.0,0.0,0.0,5.0,11.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,2022,2,0.8214,1
1813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,12,31,2023,3,1.0,1
2467,1.0,44.6,0.0,0.0,0.0,0.6667,0.0,0.0,0.0,0.0,2.0,66.6667,1,2,2021,1,0.7218,1
683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,1,3,2025,2,1.0,1
3621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2021,1,1.0,1
2327,0.0,0.0,0.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,6,2023,1,0.8929,1
1276,5.0,18.15,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1,3,2023,2,0.9546,1
1749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,3,9,2026,1,1.0,1
3289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,15,2023,1,1.0,1
4619,3.0,73.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,2024,3,0.7342,1
1509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,2,5,2023,1,1.0,1
2529,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,7.0,70.0,1,1,2024,2,0.825,1
4906,0.0,0.0,0.0,5.0,13.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,2022,1,0.8214,1
1948,8.0,69.675,0.375,5.0,30.84,0.6111,0.0,0.0,2.0,4.0,11.0,71.6111,1,2,2021,1,0.4007,0
4425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,2024,2,1.0,1
3282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,2025,1,1.0,1
1966,0.0,0.0,0.0,1.0,14.0,0.6111,0.0,0.0,1.0,3.0,11.0,73.9444,3,7,2023,1,0.8115,1
3985,4.0,68.6,0.25,5.0,9.08,0.5,0.0,0.0,0.0,0.0,1.0,50.0,3,3,2024,1,0.4624,0
4366,0.0,0.0,0.0,4.0,15.45,0.625,0.0,0.0,0.0,0.0,10.0,72.8125,1,3,2024,3,0.7009,1
4380,0.0,0.0,0.0,3.0,10.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,2022,1,0.8929,1
4108,0.0,0.0,0.0,5.0,14.22,0.6,0.0,0.0,0.0,0.0,6.0,64.2,2,6,2023,1,0.6714,0
3339,0.0,0.0,0.0,4.0,24.225,0.8,0.0,0.0,0.0,0.0,4.0,87.2,3,8,2024,2,0.6571,0
3742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,12,2024,1,1.0,1
1516,7.0,69.75,0.4286,0.0,0.0,0.7,0.0,0.0,8.0,1.0,7.0,79.0,2,5,2026,2,0.5435,0
4961,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,3.0,78.8333,1,4,2023,2,0.875,1
3865,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,8.0,60.9375,2,7,2021,1,0.875,1
4038,13.0,36.5286,0.1538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,6,2026,2,0.8702,1
3786,0.0,0.0,0.0,0.0,0.0,0.8333,0.0,0.0,0.0,0.0,5.0,89.6667,3,8,2024,1,0.7917,1
3564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,7,2025,1,1.0,1
4599,0.0,0.0,0.0,1.0,61.6,0.6667,0.0,0.0,0.0,0.0,12.0,81.3333,2,7,2022,2,0.7976,1
3628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,2023,2,1.0,1
4863,0.0,0.0,0.0,6.0,26.3333,0.6,0.0,0.0,0.0,0.0,3.0,72.2,1,3,2023,2,0.6357,0
4722,0.0,0.0,0.0,4.0,30.975,0.6,0.0,0.0,0.0,0.0,6.0,73.5,3,9,2024,2,0.7071,1
4964,0.0,0.0,0.0,0.0,0.0,0.6667,0.0,0.0,0.0,0.0,12.0,76.1667,3,7,2024,2,0.8333,1
1076,3.0,0.0,0.0,0.0,0.0,0.5455,0.0,0.0,4.0,3.0,6.0,81.4545,2,5,2025,1,0.8636,1
3466,0.0,0.0,0.0,4.0,11.05,0.3333,0.0,0.0,0.0,0.0,4.0,67.75,1,3,2025,2,0.7738,1
4858,0.0,0.0,0.0,3.0,16.7667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,2025,2,0.8929,1
3957,1.0,64.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.0,71.0,2,6,2026,1,0.465,0
4052,6.0,21.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,2024,1,0.9458,1
4006,0.0,0.0,0.0,1.0,29.7,0.5,0.0,0.0,0.0,0.0,5.0,67.0,5,15,2024,3,0.8393,1
4457,0.0,0.0,0.0,0.0,0.0,0.6667,0.0,0.0,0.0,0.0,4.0,89.5,1,3,2023,1,0.8333,1
1394,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,2.0,2.0,40.0,1,4,2023,1,0.9,1
2889,12.0,46.65,0.3333,6.0,18.8667,0.3889,0.0,0.0,0.0,0.0,7.0,66.6111,2,5,2022,1,0.4885,0
4405,7.0,57.22,0.5714,5.0,25.5,0.6,0.0,0.0,0.0,0.0,3.0,71.2,1,2,2023,2,0.3855,0
455,0.0,0.0,0.0,0.0,0.0,0.5455,0.0,0.0,1.0,6.0,6.0,64.6364,3,8,2025,1,0.8636,1
1796,0.0,0.0,0.0,6.0,22.3667,0.5,0.0,0.0,1.0,8.0,5.0,63.2,3,7,2023,1,0.6607,0
885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,2,8,2025,2,1.0,1
4275,12.0,55.1857,0.3333,0.0,0.0,0.7059,0.0,0.0,0.0,0.0,12.0,83.8824,0,0,2023,1,0.6022,0
1061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1,6,2025,1,1.0,1
1688,11.0,28.95,0.0909,0.0,0.0,0.7059,0.0,0.0,3.0,9.0,12.0,76.2941,1,2,2025,3,0.7284,1
211,9.0,54.1,0.2222,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0,0,2026,3,0.8092,1
2590,9.0,42.2167,0.3333,4.0,17.45,0.3,0.0,0.0,0.0,0.0,3.0,60.7,3,10,2023,1,0.5933,0
1206,13.0,48.5429,0.2308,0.0,0.0,0.6667,0.0,0.0,2.0,5.0,2.0,82.0,3,3,2026,3,0.6543,0
3858,0.0,0.0,0.0,4.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0,0,2022,1,0.8571,1
4153,0.0,0.0,0.0,2.0,14.0,0.4,0.0,0.0,0.0,0.0,4.0,57.1,1,3,2021,3,0.8286,1
280,0.0,0.0,0.0,2.0,14.0,0.3077,0.0,0.0,2.0,3.0,4.0,48.9231,1,1,2023,2,0.8516,1
1589,0.0,0.0,0.0,0.0,0.0,0.4615,0.0,0.0,3.0,6.0,6.0,64.8462,1,1,2024,1,0.8846,1
268,0.0,0.0,0.0,0.0,0.0,0.5455,0.0,0.0,1.0,5.0,6.0,74.6364,0,0,2023,3,0.8636,1
419,0.0,0.0,0.0,5.0,33.52,0.0,0.0,0.0,2.0,4.0,0.0,0.0,3,10,2023,1,0.8214,1
602,0.0,0.0,0.0,4.0,9.7,0.4286,0.0,0.0,0.0,3.0,6.0,57.2143,2,6,2026,1,0.75,1
1081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,1,2,2022,2,1.0,1
1068,0.0,0.0,0.0,4.0,11.575,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0,0,2024,1,0.8571,1
2534,0.0,0.0,0.0,4.0,12.775,0.1538,0.0,0.0,0.0,0.0,2.0,38.6154,3,12,2024,1,0.8187,1
3763,3.0,43.25,0.3333,1.0,14.0,0.5263,0.0,0.0,0.0,0.0,10.0,67.2632,1,2,2023,1,0.6413,0
165,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,1.0,8.0,12.0,84.25,0,0,2026,1,0.8125,1
4609,0.0,0.0,0.0,5.0,28.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,2024,1,0.8214,1
2286,6.0,10.8667,0.0,0.0,0.0,0.5455,0.0,0.0,0.0,0.0,6.0,71.6364,0,0,2025,2,0.8365,1
4171,0.0,0.0,0.0,1.0,46.4,1.0,0.0,0.0,0.0,0.0,4.0,100.0,16,49,2024,2,0.7143,1
2843,6.0,55.8,0.1667,1.0,14.0,0.7778,0.0,0.0,0.0,0.0,7.0,89.5556,2,7,2025,1,0.5887,0
1111,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,2.0,9.0,3.0,84.0,2,4,2023,2,0.85,1
1331,0.0,0.0,0.0,6.0,15.75,0.0,0.0,0.0,1.0,7.0,0.0,0.0,1,3,2023,3,0.7857,1
1465,0.0,0.0,0.0,4.0,18.65,0.6667,0.0,0.0,4.0,6.0,4.0,77.5,4,16,2022,1,0.6905,0
1748,12.0,49.56,0.25,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1,2,2023,1,0.8136,1
79,0.0,0.0,0.0,6.0,14.1167,0.7857,0.0,0.0,3.0,5.0,11.0,86.7143,4,13,2023,1,0.5893,0
89,0.0,0.0,0.0,4.0,19.05,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2,5,2025,3,0.8571,1
939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,2,7,2022,1,1.0,1
3878,0.0,0.0,0.0,6.0,29.8833,1.0,0.0,0.0,0.0,0.0,2.0,100.0,4,11,2024,2,0.5357,0
2794,0.0,0.0,0.0,0.0,0.0,0.6667,0.0,0.0,0.0,0.0,4.0,78.1667,1,4,2024,1,0.8333,1
1277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,2,8,2026,1,1.0,1
2166,0.0,0.0,0.0,0.0,0.0,0.5882,0.0,0.0,0.0,0.0,10.0,70.7647,1,4,2023,1,0.853,1
4209,0.0,0.0,0.0,6.0,26.8833,0.25,0.0,0.0,0.0,0.0,2.0,44.875,1,3,2022,1,0.7232,1
4546,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,9.0,80.0,4,15,2024,1,0.85,1
1455,0.0,0.0,0.0,1.0,13.8,0.3846,0.0,0.0,2.0,5.0,5.0,65.8462,1,3,2025,2,0.8681,1
4,0.0,0.0,0.0,2.0,43.95,0.3333,1483.0,667.0,1.0,4.0,2.0,56.0,4,11,2024,2,0.8452,1
3125,0.0,0.0,0.0,3.0,39.9333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,7,2026,2,0.8929,1
1503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,4,8,2023,2,1.0,1
274,9.0,58.3333,0.3333,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,2,2,2025,2,0.7708,1
3682,9.0,77.78,0.5556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,7,2022,1,0.6666,0
4097,0.0,0.0,0.0,4.0,26.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,10,2023,2,0.8571,1
2522,0.0,0.0,0.0,3.0,11.8333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,2024,1,0.8929,1
367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1,3,2025,3,1.0,1
1972,0.0,0.0,0.0,0.0,0.0,0.4545,0.0,0.0,5.0,9.0,5.0,69.8182,2,5,2025,1,0.8864,1
4407,10.0,75.2167,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,2026,1,0.687,0
2101,0.0,0.0,0.0,0.0,0.0,0.7778,0.0,0.0,0.0,0.0,7.0,80.5556,2,6,2022,2,0.8056,1
4615,0.0,0.0,0.0,1.0,18.1,1.0,0.0,0.0,0.0,0.0,6.0,100.0,2,8,2023,1,0.7143,1
4671,0.0,0.0,0.0,0.0,0.0,0.5556,0.0,0.0,0.0,0.0,10.0,69.3889,1,2,2025,1,0.8611,1
2688,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.0,69.5,1,3,2024,2,0.875,1
3672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,9,2026,1,1.0,1
1520,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,100.0,3,12,2023,1,0.75,1
1067,0.0,0.0,0.0,0.0,0.0,0.3636,0.0,0.0,5.0,3.0,4.0,62.5455,2,8,2022,2,0.9091,1
3762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,7,2023,1,1.0,1
3498,0.0,0.0,0.0,0.0,0.0,0.6364,0.0,0.0,0.0,0.0,7.0,82.4545,3,8,2024,1,0.8409,1
588,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,2,10,2026,1,0.9643,1
4248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,9,2025,1,1.0,1
2230,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,2024,1,0.9643,1
1185,7.0,28.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0,0,2025,1,0.9288,1
4733,0.0,0.0,0.0,3.0,42.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2023,1,0.8929,1
2894,0.0,0.0,0.0,1.0,110.0,0.6471,0.0,0.0,0.0,0.0,11.0,71.4706,0,0,2026,2,0.8025,1
2266,0.0,0.0,0.0,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,1.0,70.5714,3,8,2026,1,0.9643,1
2288,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.0,73.0,0,0,2025,2,0.875,1
3708,0.0,0.0,0.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,6,2022,1,0.8929,1
4456,0.0,0.0,0.0,3.0,17.5667,0.5714,0.0,0.0,0.0,0.0,8.0,62.0,2,5,2024,1,0.75,1
4971,6.0,77.75,0.3333,0.0,0.0,0.8125,0.0,0.0,0.0,0.0,13.0,87.0625,0,0,2023,3,0.5192,0
2226,12.0,56.2556,0.4167,4.0,27.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,2025,2,0.6123,0
2660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,2025,3,1.0,1
3793,1.0,28.0,0.0,3.0,24.2333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,2024,1,0.8229,1
4869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,11,2024,1,1.0,1
3800,0.0,0.0,0.0,0.0,0.0,0.4375,0.0,0.0,0.0,0.0,7.0,64.0,1,3,2025,1,0.8906,1
968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0,0,2024,1,1.0,1
2973,8.0,53.4,0.375,3.0,13.1333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,2026,1,0.6656,0
1096,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,4.0,1.0,73.0,2,6,2024,1,0.875,1
1826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3,9,2026,3,1.0,1
2436,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,6.0,59.8,2,8,2024,2,0.9,1
862,0.0,0.0,0.0,0.0,0.0,0.5294,0.0,0.0,2.0,5.0,9.0,72.9412,1,3,2025,1,0.8676,1
4700,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,2.0,56.2,3,12,2026,1,0.9,1
1698,0.0,0.0,0.0,0.0,0.0,0.4167,0.0,0.0,0.0,6.0,5.0,45.75,2,6,2024,2,0.8958,1
1967,3.0,43.9333,0.3333,0.0,0.0,0.625,0.0,0.0,5.0,3.0,5.0,72.25,1,3,2024,2,0.6506,0
1078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,4,10,2025,1,1.0,1
3730,1.0,0.0,0.0,0.0,0.0,0.7333,0.0,0.0,0.0,0.0,11.0,83.6,1,1,2024,1,0.8167,1
2390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,7,2024,1,1.0,1
2538,0.0,0.0,0.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,29,2023,2,0.8929,1
4429,0.0,0.0,0.0,0.0,0.0,0.5882,0.0,0.0,0.0,0.0,10.0,66.5294,3,13,2024,2,0.853,1
3577,6.0,37.9,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,6,2025,3,0.8219,1
3189,3.0,42.0,0.0,0.0,0.0,0.8333,0.0,0.0,0.0,0.0,5.0,87.0,1,2,2022,2,0.6867,0
1570,0.0,0.0,0.0,0.0,0.0,0.0909,0.0,0.0,5.0,7.0,1.0,38.5455,2,4,2022,1,0.9773,1
4973,2.0,29.0,0.0,0.0,0.0,0.7857,0.0,0.0,0.0,0.0,11.0,83.8571,4,15,2022,1,0.7311,1
117,8.0,48.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3,9,2023,2,0.8156,1
494,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,7.0,4.0,68.3333,1,2,2025,2,0.9167,1
3779,9.0,53.6667,0.1111,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,100.0,1,3,2023,2,0.7131,1
4064,0.0,0.0,0.0,5.0,15.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,9,2022,1,0.8214,1
1823,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,12.0,8.0,63.0625,0,0,2025,1,0.875,1
1905,0.0,0.0,0.0,3.0,22.0667,0.5714,0.0,0.0,3.0,3.0,4.0,67.2857,0,0,2024,2,0.75,1
255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,5,13,2022,1,1.0,1
818,0.0,0.0,0.0,3.0,14.5333,0.6,0.0,0.0,1.0,4.0,3.0,69.0,1,2,2026,2,0.7429,1
2362,11.0,42.41,0.2727,0.0,0.0,0.7,0.0,0.0,0.0,0.0,7.0,89.9,1,2,2022,2,0.6508,0
3437,0.0,0.0,0.0,3.0,12.0,0.6,0.0,0.0,0.0,0.0,3.0,78.6,3,7,2024,1,0.7429,1
3184,0.0,0.0,0.0,3.0,9.6,0.5,0.0,0.0,0.0,0.0,1.0,60.0,3,9,2026,2,0.7679,1
1478,5.0,33.1,0.0,1.0,14.0,0.5,0.0,0.0,3.0,6.0,5.0,60.2,2,5,2024,2,0.7565,1
4325,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,6.0,57.4444,1,3,2024,1,0.9167,1
724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,2,5,2026,1,1.0,1
2228,0.0,0.0,0.0,0.0,0.0,0.5385,0.0,0.0,0.0,0.0,7.0,62.4615,2,9,2025,2,0.8654,1
706,0.0,0.0,0.0,0.0,0.0,0.4118,0.0,0.0,1.0,2.0,7.0,58.5294,3,10,2026,3,0.897,1
536,0.0,0.0,0.0,0.0,0.0,0.625,0.0,0.0,1.0,5.0,10.0,81.0625,2,5,2024,2,0.8438,1
1708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0,0,2024,1,1.0,1
702,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,2,4,2025,2,1.0,1
3644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,7,2023,2,1.0,1
4644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,6,2024,2,1.0,1
4128,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,2.0,38.1667,1,2,2023,3,0.9167,1
3433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,2022,1,1.0,1
520,0.0,0.0,0.0,0.0,0.0,0.4286,0.0,0.0,4.0,6.0,6.0,61.7143,4,15,2025,1,0.8928,1
175,0.0,0.0,0.0,3.0,11.1333,0.6667,0.0,0.0,4.0,5.0,4.0,78.0,2,7,2023,1,0.7262,1
4085,0.0,0.0,0.0,4.0,14.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,7,2023,1,0.8571,1
